Rating,Review Text,cleaning,case_folding,normalisasi,tokenize,stopword removal,steming_data
5,Sangat bantu.. tp kadang error pas pembayaran,Sangat bantu tp kadang error pas pembayaran,sangat bantu tp kadang error pas pembayaran,sangat bantu tapi kadang error pas pembayaran,"['sangat', 'bantu', 'tapi', 'kadang', 'error', 'pas', 'pembayaran']","['bantu', 'kadang', 'error', 'pas', 'pembayaran']",bantu kadang error pas bayar
4,Gk bisa top up,Gk bisa top up,gk bisa top up,tidak bisa top up,"['tidak', 'bisa', 'top', 'up']","['top', 'up']",top up
5,Sangat membantu sekali bagi yang tidak sempat ntk mengantri ke rs,Sangat membantu sekali bagi yang tidak sempat ntk mengantri ke rs,sangat membantu sekali bagi yang tidak sempat ntk mengantri ke rs,sangat membantu sekali bagi yang tidak sempat ntk mengantri ke rs,"['sangat', 'membantu', 'sekali', 'bagi', 'yang', 'tidak', 'sempat', 'ntk', 'mengantri', 'ke', 'rs']","['membantu', 'ntk', 'mengantri', 'rs']",bantu ntk antri rs
5,Respon sangat cepat,Respon sangat cepat,respon sangat cepat,respon sangat cepat,"['respon', 'sangat', 'cepat']","['respon', 'cepat']",respon cepat
1,"Sayang gak bisa bayar pake shopeepay, kan di indonesia ada daerah yg gak ada namanya pake dana, linkaja,dll yg disebutkan diaplikasi.",Sayang gak bisa bayar pake shopeepay kan di indonesia ada daerah yg gak ada namanya pake dana linkajadll yg disebutkan diaplikasi,sayang gak bisa bayar pake shopeepay kan di indonesia ada daerah yg gak ada namanya pake dana linkajadll yg disebutkan diaplikasi,sayang tidak bisa bayar pakai shopeepay kan di indonesia ada daerah yang tidak ada namanya pakai dana linkajadll yang disebutkan diaplikasi,"['sayang', 'tidak', 'bisa', 'bayar', 'pakai', 'shopeepay', 'kan', 'di', 'indonesia', 'ada', 'daerah', 'yang', 'tidak', 'ada', 'namanya', 'pakai', 'dana', 'linkajadll', 'yang', 'disebutkan', 'diaplikasi']","['sayang', 'bayar', 'pakai', 'shopeepay', 'indonesia', 'daerah', 'namanya', 'pakai', 'dana', 'linkajadll', 'diaplikasi']",sayang bayar pakai shopeepay indonesia daerah nama pakai dana linkajadll aplikasi
5,Tolong beri fitur VN,Tolong beri fitur VN,tolong beri fitur vn,tolong beri fitur vn,"['tolong', 'beri', 'fitur', 'vn']","['tolong', 'fitur', 'vn']",tolong fitur vn
4,So far so good....sangat membantu,So far so goodsangat membantu,so far so goodsangat membantu,sok far sok goodsangat membantu,"['sok', 'far', 'sok', 'goodsangat', 'membantu']","['sok', 'far', 'sok', 'goodsangat', 'membantu']",sok far sok goodsangat bantu
5,Membantu sekali aplikasi ini tuk sy,Membantu sekali aplikasi ini tuk sy,membantu sekali aplikasi ini tuk sy,membantu sekali aplikasi ini untuk saya,"['membantu', 'sekali', 'aplikasi', 'ini', 'untuk', 'saya']","['membantu', 'aplikasi']",bantu aplikasi
1,"Sistemnya jelek banget, masa udah buat janji jauh-jauh hari trus ada keterlambatan masuk chat room udah langsung selesai waktu konsultasinya. Ngga ada refund atau penjadwalan ulang secara free alias harus bayar lagi.",Sistemnya jelek banget masa udah buat janji jauhjauh hari trus ada keterlambatan masuk chat room udah langsung selesai waktu konsultasinya Ngga ada refund atau penjadwalan ulang secara free alias harus bayar lagi,sistemnya jelek banget masa udah buat janji jauhjauh hari trus ada keterlambatan masuk chat room udah langsung selesai waktu konsultasinya ngga ada refund atau penjadwalan ulang secara free alias harus bayar lagi,sistemnya jelek banget masa sudah buat janji jauhjauh hari terus ada keterlambatan masuk chat room sudah langsung selesai waktu konsultasinya tidak ada refund atau penjadwalan ulang secara free alias harus bayar lagi,"['sistemnya', 'jelek', 'banget', 'masa', 'sudah', 'buat', 'janji', 'jauhjauh', 'hari', 'terus', 'ada', 'keterlambatan', 'masuk', 'chat', 'room', 'sudah', 'langsung', 'selesai', 'waktu', 'konsultasinya', 'tidak', 'ada', 'refund', 'atau', 'penjadwalan', 'ulang', 'secara', 'free', 'alias', 'harus', 'bayar', 'lagi']","['sistemnya', 'jelek', 'banget', 'janji', 'jauhjauh', 'keterlambatan', 'masuk', 'chat', 'room', 'langsung', 'selesai', 'konsultasinya', 'refund', 'penjadwalan', 'ulang', 'free', 'alias', 'bayar']",sistem jelek banget janji jauhjauh lambat masuk chat room langsung selesai konsultasi refund jadwal ulang free alias bayar
5,"Suka banget, simple..",Suka banget simple,suka banget simple,suka banget simple,"['suka', 'banget', 'simple']","['suka', 'banget', 'simple']",suka banget simple
5,Sangat membantu para mahluk hidup bernama Manusia ini yang lemah akan raganya.,Sangat membantu para mahluk hidup bernama Manusia ini yang lemah akan raganya,sangat membantu para mahluk hidup bernama manusia ini yang lemah akan raganya,sangat membantu para mahluk hidup bernama manusia ini yang lemah akan raganya,"['sangat', 'membantu', 'para', 'mahluk', 'hidup', 'bernama', 'manusia', 'ini', 'yang', 'lemah', 'akan', 'raganya']","['membantu', 'mahluk', 'hidup', 'bernama', 'manusia', 'lemah', 'raganya']",bantu mahluk hidup nama manusia lemah raga
5,"Oke cuma dokternya rada sat set sat set, padahal bukan yg paling murah aku pilihnya",Oke cuma dokternya rada sat set sat set padahal bukan yg paling murah aku pilihnya,oke cuma dokternya rada sat set sat set padahal bukan yg paling murah aku pilihnya,oke cuma dokternya rada sat set sat set padahal bukan yang paling murah aku pilihnya,"['oke', 'cuma', 'dokternya', 'rada', 'sat', 'set', 'sat', 'set', 'padahal', 'bukan', 'yang', 'paling', 'murah', 'aku', 'pilihnya']","['oke', 'dokternya', 'rada', 'sat', 'set', 'sat', 'set', 'murah', 'pilihnya']",oke dokter rada sat set sat set murah pilih
5,Sederhana. Mudah penggunaannya. Jelas dan tidak ribet,Sederhana Mudah penggunaannya Jelas dan tidak ribet,sederhana mudah penggunaannya jelas dan tidak ribet,sederhana mudah penggunaannya jelas dan tidak ribet,"['sederhana', 'mudah', 'penggunaannya', 'jelas', 'dan', 'tidak', 'ribet']","['sederhana', 'mudah', 'penggunaannya', 'ribet']",sederhana mudah guna ribet
5,Dokternya mantap. Diagnosanya pas. Resepnya good.,Dokternya mantap Diagnosanya pas Resepnya good,dokternya mantap diagnosanya pas resepnya good,dokternya mantap diagnosanya pas resepnya good,"['dokternya', 'mantap', 'diagnosanya', 'pas', 'resepnya', 'good']","['dokternya', 'mantap', 'diagnosanya', 'pas', 'resepnya', 'good']",dokter mantap diagnosanya pas resep good
5,Enak banget halodoc jadi simple,Enak banget halodoc jadi simple,enak banget halodoc jadi simple,enak banget halodoc jadi simple,"['enak', 'banget', 'halodoc', 'jadi', 'simple']","['enak', 'banget', 'halodoc', 'simple']",enak banget halodoc simple
5,"Aku tambahin yaa bintang nya ⭐⭐⭐⭐⭐. Sangat membantu banget😍😍. Krn apa?? klo kamu sakit trus kluar pake motor kena angin atau hujan yg harus nya sedikit sakit yg dirasakan, setelah sampai bisa ada tambahan keluhan sakitmu, tpi di Halodoc rebahan sampaikan keluhan mu ke dokter kepercayaan mu, resep nya langsung sampai depan rumah, kantor, kontrakan, kosan, apartemen.. Apresiasi besar untuk Halodoc 👍👍",Aku tambahin yaa bintang nya  Sangat membantu banget Krn apa klo kamu sakit trus kluar pake motor kena angin atau hujan yg harus nya sedikit sakit yg dirasakan setelah sampai bisa ada tambahan keluhan sakitmu tpi di Halodoc rebahan sampaikan keluhan mu ke dokter kepercayaan mu resep nya langsung sampai depan rumah kantor kontrakan kosan apartemen Apresiasi besar untuk Halodoc ,aku tambahin yaa bintang nya  sangat membantu banget krn apa klo kamu sakit trus kluar pake motor kena angin atau hujan yg harus nya sedikit sakit yg dirasakan setelah sampai bisa ada tambahan keluhan sakitmu tpi di halodoc rebahan sampaikan keluhan mu ke dokter kepercayaan mu resep nya langsung sampai depan rumah kantor kontrakan kosan apartemen apresiasi besar untuk halodoc ,aku tambahkan ya bintang ya sangat membantu banget karena apa kalau kamu sakit terus keluar pakai motor kena angin atau hujan yang harus ya sedikit sakit yang dirasakan setelah sampai bisa ada tambahan keluhan sakitmu tapi di halodoc rebahan sampaikan keluhan mu ke dokter kepercayaan mu resep ya langsung sampai depan rumah kantor kontrakan kosan apartemen apresiasi besar untuk halodoc,"['aku', 'tambahkan', 'ya', 'bintang', 'ya', 'sangat', 'membantu', 'banget', 'karena', 'apa', 'kalau', 'kamu', 'sakit', 'terus', 'keluar', 'pakai', 'motor', 'kena', 'angin', 'atau', 'hujan', 'yang', 'harus', 'ya', 'sedikit', 'sakit', 'yang', 'dirasakan', 'setelah', 'sampai', 'bisa', 'ada', 'tambahan', 'keluhan', 'sakitmu', 'tapi', 'di', 'halodoc', 'rebahan', 'sampaikan', 'keluhan', 'mu', 'ke', 'dokter', 'kepercayaan', 'mu', 'resep', 'ya', 'langsung', 'sampai', 'depan', 'rumah', 'kantor', 'kontrakan', 'kosan', 'apartemen', 'apresiasi', 'besar', 'untuk', 'halodoc']","['tambahkan', 'ya', 'bintang', 'ya', 'membantu', 'banget', 'sakit', 'pakai', 'motor', 'kena', 'angin', 'hujan', 'ya', 'sakit', 'dirasakan', 'tambahan', 'keluhan', 'sakitmu', 'halodoc', 'rebahan', 'keluhan', 'mu', 'dokter', 'kepercayaan', 'mu', 'resep', 'ya', 'langsung', 'rumah', 'kantor', 'kontrakan', 'kosan', 'apartemen', 'apresiasi', 'halodoc']",tambah ya bintang ya bantu banget sakit pakai motor kena angin hujan ya sakit rasa tambah keluh sakit halodoc rebah keluh mu dokter percaya mu resep ya langsung rumah kantor kontra kosan apartemen apresiasi halodoc
5,Pelayanan baik Dan pengiriman obat cepat Terima kasih,Pelayanan baik Dan pengiriman obat cepat Terima kasih,pelayanan baik dan pengiriman obat cepat terima kasih,pelayanan baik dan pengiriman obat cepat terima kasih,"['pelayanan', 'baik', 'dan', 'pengiriman', 'obat', 'cepat', 'terima', 'kasih']","['pelayanan', 'pengiriman', 'obat', 'cepat', 'terima', 'kasih']",layan kirim obat cepat terima kasih
5,Okkkkkkk bangettt broo dan maknyuss,Okkkkkkk bangettt broo dan maknyuss,okkkkkkk bangettt broo dan maknyuss,okkkkkkk banget broo dan maknyuss,"['okkkkkkk', 'banget', 'broo', 'dan', 'maknyuss']","['okkkkkkk', 'banget', 'broo', 'maknyuss']",okkkkkkk banget broo maknyuss
5,kereenn,kereenn,kereenn,keren,['keren'],['keren'],keren
5,Baguw,Baguw,baguw,baguw,['baguw'],['baguw'],baguw
5,Selama pengalaman memakai aplikasi ini belum ada masalah sama sekali.,Selama pengalaman memakai aplikasi ini belum ada masalah sama sekali,selama pengalaman memakai aplikasi ini belum ada masalah sama sekali,selama pengalaman memakai aplikasi ini belum ada masalah sama sekali,"['selama', 'pengalaman', 'memakai', 'aplikasi', 'ini', 'belum', 'ada', 'masalah', 'sama', 'sekali']","['pengalaman', 'memakai', 'aplikasi']",alam pakai aplikasi
3,"Saldo saya kepotong , tapi pembayaran gagal. Dua kali juga begitu. Dua kali transaksi gagal tapi saldo udah kepotong duluan",Saldo saya kepotong  tapi pembayaran gagal Dua kali juga begitu Dua kali transaksi gagal tapi saldo udah kepotong duluan,saldo saya kepotong  tapi pembayaran gagal dua kali juga begitu dua kali transaksi gagal tapi saldo udah kepotong duluan,saldo saya kepotong tapi pembayaran gagal dua kali juga begitu dua kali transaksi gagal tapi saldo sudah kepotong duluan,"['saldo', 'saya', 'kepotong', 'tapi', 'pembayaran', 'gagal', 'dua', 'kali', 'juga', 'begitu', 'dua', 'kali', 'transaksi', 'gagal', 'tapi', 'saldo', 'sudah', 'kepotong', 'duluan']","['saldo', 'kepotong', 'pembayaran', 'gagal', 'kali', 'kali', 'transaksi', 'gagal', 'saldo', 'kepotong', 'duluan']",saldo potong bayar gagal kali kali transaksi gagal saldo potong duluan
1,"baru order eh doc nya sibuk trs uang ga direffund lagi wkwk malah hangus tu uang ,bukannya direff malah ilang padahal belum chat sama sekali sama dokternya. kocak bener nih aplikasi ga berguna",baru order eh doc nya sibuk trs uang ga direffund lagi wkwk malah hangus tu uang bukannya direff malah ilang padahal belum chat sama sekali sama dokternya kocak bener nih aplikasi ga berguna,baru order eh doc nya sibuk trs uang ga direffund lagi wkwk malah hangus tu uang bukannya direff malah ilang padahal belum chat sama sekali sama dokternya kocak bener nih aplikasi ga berguna,baru order eh doc ya sibuk terus uang tidak direffund lagi wkwk malah hangus itu uang bukannya direff malah hilang padahal belum chat sama sekali sama dokternya kocak benar nih aplikasi tidak berguna,"['baru', 'order', 'eh', 'doc', 'ya', 'sibuk', 'terus', 'uang', 'tidak', 'direffund', 'lagi', 'wkwk', 'malah', 'hangus', 'itu', 'uang', 'bukannya', 'direff', 'malah', 'hilang', 'padahal', 'belum', 'chat', 'sama', 'sekali', 'sama', 'dokternya', 'kocak', 'benar', 'nih', 'aplikasi', 'tidak', 'berguna']","['order', 'eh', 'doc', 'ya', 'sibuk', 'uang', 'direffund', 'wkwk', 'hangus', 'uang', 'direff', 'hilang', 'chat', 'dokternya', 'kocak', 'nih', 'aplikasi', 'berguna']",order eh doc ya sibuk uang direffund wkwk hangus uang direff hilang chat dokter kocak nih aplikasi guna
4,Dokternya ramah..jadi enak kontrolnya...,Dokternya ramahjadi enak kontrolnya,dokternya ramahjadi enak kontrolnya,dokternya ramahjadi enak kontrolnya,"['dokternya', 'ramahjadi', 'enak', 'kontrolnya']","['dokternya', 'ramahjadi', 'enak', 'kontrolnya']",dokter ramahjadi enak kontrol
5,Bagus dokternya aktive menjawab.cuman sayangnya waktu chatt nya cuma 30 mnt..coba 1 jam,Bagus dokternya aktive menjawabcuman sayangnya waktu chatt nya cuma  mntcoba  jam,bagus dokternya aktive menjawabcuman sayangnya waktu chatt nya cuma  mntcoba  jam,bagus dokternya aktive menjawabcuman sayangnya waktu chatt ya cuma mntcoba jam,"['bagus', 'dokternya', 'aktive', 'menjawabcuman', 'sayangnya', 'waktu', 'chatt', 'ya', 'cuma', 'mntcoba', 'jam']","['bagus', 'dokternya', 'aktive', 'menjawabcuman', 'sayangnya', 'chatt', 'ya', 'mntcoba', 'jam']",bagus dokter aktive menjawabcuman sayang chatt ya mntcoba jam
5,Aplikasi nya sangat membantu untuk Konsul dengan dokter,Aplikasi nya sangat membantu untuk Konsul dengan dokter,aplikasi nya sangat membantu untuk konsul dengan dokter,aplikasi ya sangat membantu untuk konsultasi dengan dokter,"['aplikasi', 'ya', 'sangat', 'membantu', 'untuk', 'konsultasi', 'dengan', 'dokter']","['aplikasi', 'ya', 'membantu', 'konsultasi', 'dokter']",aplikasi ya bantu konsultasi dokter
5,Terima kasih sdh dibantu,Terima kasih sdh dibantu,terima kasih sdh dibantu,terima kasih sudah dibantu,"['terima', 'kasih', 'sudah', 'dibantu']","['terima', 'kasih', 'dibantu']",terima kasih bantu
5,"Respon nya baik ,ku coba yang disarankan semoga jerawatku membaik",Respon nya baik ku coba yang disarankan semoga jerawatku membaik,respon nya baik ku coba yang disarankan semoga jerawatku membaik,respon ya baik ku coba yang disarankan semoga jerawatku membaik,"['respon', 'ya', 'baik', 'ku', 'coba', 'yang', 'disarankan', 'semoga', 'jerawatku', 'membaik']","['respon', 'ya', 'ku', 'coba', 'disarankan', 'semoga', 'jerawatku', 'membaik']",respon ya ku coba saran moga jerawat baik
5,"Sangat baik,dan mudah digunakan",Sangat baikdan mudah digunakan,sangat baikdan mudah digunakan,sangat baikdan mudah digunakan,"['sangat', 'baikdan', 'mudah', 'digunakan']","['baikdan', 'mudah']",baikdan mudah
5,Benar benar membantu.,Benar benar membantu,benar benar membantu,benar benar membantu,"['benar', 'benar', 'membantu']",['membantu'],bantu
3,Baru login malah stuck aplikasinya gabisa apa apa kaya freeze. Device yg dipake samsung A30 4/64GB.,Baru login malah stuck aplikasinya gabisa apa apa kaya freeze Device yg dipake samsung A GB,baru login malah stuck aplikasinya gabisa apa apa kaya freeze device yg dipake samsung a gb,baru login malah stuck aplikasinya apa apa kayak freeze device yang dipakai samsung a gb,"['baru', 'login', 'malah', 'stuck', 'aplikasinya', 'apa', 'apa', 'kayak', 'freeze', 'device', 'yang', 'dipakai', 'samsung', 'a', 'gb']","['login', 'stuck', 'aplikasinya', 'kayak', 'freeze', 'device', 'dipakai', 'samsung', 'a', 'gb']",login stuck aplikasi kayak freeze device pakai samsung a gb
5,Bis konsultasi kapan aja dan dimana aja,Bis konsultasi kapan aja dan dimana aja,bis konsultasi kapan aja dan dimana aja,bis konsultasi kapan saja dan dimana saja,"['bis', 'konsultasi', 'kapan', 'saja', 'dan', 'dimana', 'saja']","['bis', 'konsultasi', 'dimana']",bis konsultasi mana
5,"Sangat memuaskan berobat dihalodoc, dokternya ramah ramah , mau mendengarkan keluhan pasiennya😊😊🙏",Sangat memuaskan berobat dihalodoc dokternya ramah ramah  mau mendengarkan keluhan pasiennya,sangat memuaskan berobat dihalodoc dokternya ramah ramah  mau mendengarkan keluhan pasiennya,sangat memuaskan berobat dihalodoc dokternya ramah ramah mau mendengarkan keluhan pasiennya,"['sangat', 'memuaskan', 'berobat', 'dihalodoc', 'dokternya', 'ramah', 'ramah', 'mau', 'mendengarkan', 'keluhan', 'pasiennya']","['memuaskan', 'berobat', 'dihalodoc', 'dokternya', 'ramah', 'ramah', 'mendengarkan', 'keluhan', 'pasiennya']",muas obat dihalodoc dokter ramah ramah dengar keluh pasien
5,Baik sangat membantu,Baik sangat membantu,baik sangat membantu,baik sangat membantu,"['baik', 'sangat', 'membantu']",['membantu'],bantu
5,Penjelasan dr Arsyi jelas banget👌,Penjelasan dr Arsyi jelas banget,penjelasan dr arsyi jelas banget,penjelasan dari arsyi jelas banget,"['penjelasan', 'dari', 'arsyi', 'jelas', 'banget']","['penjelasan', 'arsyi', 'banget']",jelas arsyi banget
5,Ramah dan menjawab semua prtanyaan dg baik,Ramah dan menjawab semua prtanyaan dg baik,ramah dan menjawab semua prtanyaan dg baik,ramah dan menjawab semua prtanyaan dengan baik,"['ramah', 'dan', 'menjawab', 'semua', 'prtanyaan', 'dengan', 'baik']","['ramah', 'prtanyaan']",ramah prtanyaan
5,Tidak bisa d akses,Tidak bisa d akses,tidak bisa d akses,tidak bisa di akses,"['tidak', 'bisa', 'di', 'akses']",['akses'],akses
1,"ini gimana yaa??? saya pesan pengiriman reguler nyampe tanggal 25 februari, uang udah kepotong tapi barang gaada sampe sekarang",ini gimana yaa saya pesan pengiriman reguler nyampe tanggal  februari uang udah kepotong tapi barang gaada sampe sekarang,ini gimana yaa saya pesan pengiriman reguler nyampe tanggal  februari uang udah kepotong tapi barang gaada sampe sekarang,ini bagaimana ya saya pesan pengiriman reguler sampai tanggal februari uang sudah kepotong tapi barang sampai sekarang,"['ini', 'bagaimana', 'ya', 'saya', 'pesan', 'pengiriman', 'reguler', 'sampai', 'tanggal', 'februari', 'uang', 'sudah', 'kepotong', 'tapi', 'barang', 'sampai', 'sekarang']","['ya', 'pesan', 'pengiriman', 'reguler', 'tanggal', 'februari', 'uang', 'kepotong', 'barang']",ya pesan kirim reguler tanggal februari uang potong barang
5,Sangat membantu. Memberi ketenangan terhadap pasien. Mendapat bimbingan. Dalam perawatan.,Sangat membantu Memberi ketenangan terhadap pasien Mendapat bimbingan Dalam perawatan,sangat membantu memberi ketenangan terhadap pasien mendapat bimbingan dalam perawatan,sangat membantu memberi ketenangan terhadap pasien mendapat bimbingan dalam perawatan,"['sangat', 'membantu', 'memberi', 'ketenangan', 'terhadap', 'pasien', 'mendapat', 'bimbingan', 'dalam', 'perawatan']","['membantu', 'ketenangan', 'pasien', 'bimbingan', 'perawatan']",bantu tenang pasien bimbing awat
